Date,T2M,WS2M,QV2M,RH2M,PREC,PS,SWRD
24/05/18,26.4,2.18,19.53,90.62,13.21,100.6,6.58
25/05/18,26.12,2.71,19.47,91.75,13.44,100.5,6.62
26/05/18,25.39,2.23,18.31,90.19,5.82,100.56,6.17
27/05/18,25.55,2.4,17.94,88,13.09,100.66,6.46
28/05/18,25.76,2.34,17.88,86.75,2.16,100.71,6.75
29/05/18,26.4,2.51,18.19,84.94,2.81,100.65,6.65
30/05/18,26.26,2.54,18.49,86.94,6.12,100.59,6.43
31/05/18,26.1,2.65,18.55,88.06,9.01,100.61,6.57
01/06/18,26.21,2.34,18.74,88.31,6.9,100.6,6.59
02/06/18,26.62,2.43,18.98,87.38,4.96,100.65,6.47
03/06/18,25.88,1.53,18.92,90.88,10.34,100.75,6.55
04/06/18,26.38,1.77,18.55,86.75,4.45,100.67,6.55
05/06/18,26.41,2.17,18.92,88.06,3.69,100.59,6.65
06/06/18,26.53,1.91,18.86,87.25,2.99,100.66,6.62
07/06/18,26.62,2.43,19.23,88.56,5.29,100.73,6.52
08/06/18,26.37,2.65,18.86,88.25,5.06,100.71,6.5
09/06/18,26.45,3.16,18.92,88.06,5.03,100.69,6.25
10/06/18,25.8,2.77,18.43,88.81,4.52,100.69,6.47
11/06/18,25.67,2.1,17.64,85.94,1.03,100.71,6.49
12/06/18,26.23,2.17,18.43,86.88,2.06,100.74,6.25
13/06/18,26.16,2.27,18.31,86.69,0.97,100.75,6.35
14/06/18,26.56,2.4,18.55,85.88,1.19,100.72,6.27
15/06/18,26,2.42,18.86,90.06,11.64,100.73,5.93
16/06/18,26.09,2.31,18.37,87.25,12.54,100.75,6.07
17/06/18,25.65,3.77,18.37,89.44,11.09,100.84,6.36
18/06/18,25.32,3.77,18.01,89.75,11.62,100.91,6.15
19/06/18,24.6,3.37,17.7,91.94,28.32,100.86,6.31
20/06/18,24.87,3.35,17.27,88.44,2.71,100.85,6.29
21/06/18,24.94,3.26,17.27,88.12,5.32,100.87,5.82
22/06/18,24.69,3.66,17.76,91.56,11.73,100.83,6.22
23/06/18,24.97,3.18,17.27,87.88,5.02,100.77,6.61
24/06/18,24.94,2.55,17.21,87.56,1.58,100.66,6.55
25/06/18,25.22,2.88,16.97,85,0.48,100.59,6.61
26/06/18,25.33,2.14,16.78,83.56,6.57,100.6,6.5
27/06/18,24.73,2.45,17.4,89.5,33.46,100.68,6.42
28/06/18,25.09,2.17,17.58,88.62,7.04,100.67,6.45
29/06/18,24.91,2.48,17.64,89.75,4.6,100.59,6.07
30/06/18,24.55,3.08,17.7,91.75,12.52,100.5,6.3
01/07/18,24.3,3.02,17.09,90.25,10.1,100.57,6.44
02/07/18,24.92,2.25,17.21,87.69,1.75,100.58,6.41
03/07/18,25.05,2.62,17.46,88.38,2.19,100.55,6.5
04/07/18,24.98,2.93,17.27,87.56,1.87,100.64,6.37
05/07/18,25.19,2.49,17.52,87.94,5.63,100.71,6.21
06/07/18,24.87,1.93,17.76,90.81,9.82,100.73,6.07
07/07/18,24.56,2.33,17.64,91.88,11.2,100.76,6.31
08/07/18,25.26,1.96,17.64,88.38,8.94,100.76,6.3
09/07/18,24.96,2.49,18.07,91.69,9.58,100.75,6.44
10/07/18,25.34,2.07,17.88,89.12,1.17,100.8,6.28
11/07/18,25.31,2.21,17.94,89.5,2.32,100.83,6.13
12/07/18,24.87,2.84,17.64,90.38,11.22,100.84,6.19
13/07/18,24.77,2.34,17.64,90.62,2.63,100.78,6.27
14/07/18,24.75,2.48,17.64,90.75,10.17,100.75,6.49
15/07/18,24.8,3.12,17.46,89.5,7.23,100.73,6.39
16/07/18,24.9,2.91,17.46,89.19,1.33,100.79,6.55
17/07/18,24.9,3,17.46,89.31,1.8,100.78,6.5
18/07/18,24.61,2.79,17.33,90.19,0.81,100.81,6.43
19/07/18,25.08,2.31,17.4,88.19,1.11,100.73,6.46
20/07/18,24.86,3.01,17.46,89.5,1.15,100.69,6.21
21/07/18,24.73,3.36,17.58,90.62,1.59,100.63,6.32
22/07/18,24.9,2.62,17.03,87.06,0.92,100.68,6.41
23/07/18,24.79,2.14,17.15,88.25,1.33,100.75,6.44
24/07/18,24.96,3.38,17.64,89.56,2.44,100.74,6.44
25/07/18,24.51,4.32,17.52,91.25,3.29,100.76,6.42
26/07/18,24.6,3.33,16.97,88.31,0.87,100.88,6.45
27/07/18,24.84,2.02,16.85,86.94,0.06,100.92,6.5
28/07/18,24.81,2.44,16.91,87.12,0.05,100.9,6.68
29/07/18,24.73,3.09,16.91,87.38,0.36,100.8,6.74
30/07/18,24.62,3.71,16.24,84.62,0.26,100.83,6.76
31/07/18,24.3,2.75,15.01,80.31,0.03,100.86,6.97
01/08/18,24.15,2.81,15.56,83.44,0.01,100.73,6.71
02/08/18,24.5,2.72,16.05,84.06,0.28,100.71,6.67
03/08/18,24.74,3.09,16.54,85.56,0.22,100.76,6.6
04/08/18,24.4,3.42,15.5,82.12,0.24,100.86,6.86
05/08/18,24.08,2.53,14.47,78.12,0.01,100.89,7.14
06/08/18,24.33,2.66,15.01,79.94,0.05,100.87,7.11
07/08/18,24.44,3.42,15.81,83.12,0.16,100.83,6.9
08/08/18,24.65,2.93,15.81,82.5,0.12,100.86,7
09/08/18,24.62,2.79,15.93,83.25,0.25,100.87,6.95
10/08/18,25.2,3.26,16.66,84.19,0.39,100.84,6.94
11/08/18,25.23,2.62,16.6,83.56,0.14,100.81,7.14
12/08/18,24.98,2.87,16.24,83.31,0.19,100.84,7.09
13/08/18,24.99,2.44,16.17,82.94,0.11,100.79,6.89
14/08/18,25.05,2.88,16.6,84.38,0.17,100.77,6.88
15/08/18,25.25,3.23,16.97,85.5,0.35,100.83,6.79
16/08/18,25.34,2.46,17.03,85.69,0.28,100.9,6.72
17/08/18,25.49,3.16,17.09,84.94,0.37,100.82,6.72
18/08/18,24.97,3.56,16.78,85.75,0.43,100.67,6.74
19/08/18,24.67,3.2,16.97,88.19,4.71,100.8,6.64
20/08/18,24.62,2.66,16.97,88.25,4.15,100.87,6.73
21/08/18,25.32,3.05,16.91,84.88,2.01,100.76,6.78
22/08/18,25.26,3.7,16.66,84.38,4.08,100.73,6.78
23/08/18,24.83,3.27,17.03,87.69,5.47,100.71,6.95
24/08/18,24.51,2.66,17.09,89.31,7.64,100.66,7.02
25/08/18,24.01,4.3,17.27,92.56,32.06,100.59,6.99
26/08/18,24.24,3.48,16.97,90.12,8.02,100.7,7.13
27/08/18,24.38,2.33,16.6,87.88,2.3,100.74,7.08
28/08/18,24.48,2.17,16.66,87.56,1.68,100.71,7.11
29/08/18,24.81,2.32,16.91,86.94,0.5,100.66,7.01
30/08/18,24.92,2.62,17.03,86.81,1.31,100.53,6.93
31/08/18,25.29,3.1,17.33,86.88,3.54,100.52,6.98
01/09/18,24.7,2.9,17.33,89.5,2.37,100.58,7.15
02/09/18,25.06,2.9,17.46,88.5,3.94,100.6,7.02
03/09/18,25.15,2.53,17.33,87.44,3.22,100.52,7.07
04/09/18,24.88,3.05,17.46,89.12,4.49,100.51,7.05
05/09/18,25.02,2.92,17.4,88.19,4.35,100.61,7.02
06/09/18,24.9,2.53,17.33,88.69,4.27,100.61,7.05
07/09/18,24.51,3.13,17.4,90.88,17.36,100.53,6.64
08/09/18,24.19,3.34,17.09,90.62,14.07,100.58,6.96
09/09/18,24.94,3.2,17.21,87.75,1.71,100.56,7.11
10/09/18,24.97,2.58,17.52,89.12,2.49,100.65,7.15
11/09/18,24.89,1.95,17.52,89.56,1.27,100.7,7.13
12/09/18,25.06,2.16,17.58,89,4.28,100.69,6.98
13/09/18,24.32,2.14,17.21,90.75,1.75,100.63,7.14
14/09/18,24.81,2.33,17.15,88.38,1.35,100.61,7.12
15/09/18,25.09,2.3,17.09,86.62,1.75,100.66,7
16/09/18,25.4,2.04,17.27,85.94,0.38,100.63,7.1
17/09/18,25.5,2.03,17.58,86.69,0.5,100.51,7.01
18/09/18,25.69,2.5,17.64,86.12,0.34,100.52,6.82
19/09/18,25.62,2.6,17.76,86.81,1.12,100.48,6.92
20/09/18,25.73,2.91,17.94,87.12,1.84,100.47,6.96
21/09/18,25.76,3.49,17.58,85.38,0.92,100.43,7.13
22/09/18,25.23,2.86,17.4,87.25,3.84,100.54,6.99
23/09/18,25.42,2.95,17.33,85.75,4.62,100.52,6.74
24/09/18,25.55,2.27,17.03,83.75,0.63,100.57,6.93
25/09/18,25.85,2.14,17.27,83.75,0.83,100.55,7.03
26/09/18,25.55,3.23,17.94,87.94,6.62,100.45,6.87
27/09/18,25.76,2.66,17.58,85.25,0.9,100.49,7.07
28/09/18,25.68,3.11,17.52,85.62,4.12,100.49,6.92
29/09/18,25.3,2.72,17.58,87.44,3.15,100.48,6.91
30/09/18,25.87,2.27,17.82,86.25,3.28,100.53,7.06
01/10/18,25.85,2.13,17.82,86.31,3.1,100.56,7.06
02/10/18,25.91,2.19,17.76,85.75,5.36,100.55,7
03/10/18,26.26,2.34,18.25,86.19,3.32,100.53,6.99
04/10/18,26.37,2.26,18.37,86.31,1.84,100.48,6.87
05/10/18,26.09,2.53,18.31,87.31,2.44,100.52,6.77
06/10/18,25.87,2.18,17.94,86.81,3.67,100.62,6.79
07/10/18,26.24,1.85,17.94,84.88,1.51,100.58,6.96
08/10/18,25.97,2.29,18.31,87.75,5.06,100.5,6.82
09/10/18,25.83,1.99,18.49,89,13.65,100.46,6.87
10/10/18,26.03,1.96,18.31,87.38,4.29,100.55,6.8
11/10/18,25.48,2.16,18.13,89.31,5.81,100.61,6.68
12/10/18,25.76,2.04,18.13,87.88,5.14,100.64,6.58
13/10/18,25.58,1.48,17.33,85.12,13.11,100.64,6.64
14/10/18,25.82,1.66,17.58,85.12,12.39,100.57,6.77
15/10/18,26.19,1.52,18.25,86.5,10.45,100.6,6.63
16/10/18,25.21,2.43,18.55,92.56,20.88,100.63,6.71
17/10/18,25.39,1.87,17.94,88.62,18.03,100.6,6.74
18/10/18,25.65,1.92,18.07,87.94,5.19,100.5,6.95
19/10/18,26.4,1.37,17.76,83.25,1.97,100.36,6.87
20/10/18,26.69,1.45,18.37,84.44,2.55,100.35,6.64
21/10/18,26.69,2.07,18.55,84.88,4.49,100.35,6.75
22/10/18,26.12,2.39,18.74,88.62,9.41,100.45,6.62
23/10/18,26.16,2.21,18.8,88.88,5.47,100.56,6.52
24/10/18,26.05,2.27,18.86,89.44,2.37,100.51,6.55
25/10/18,26.12,2.09,18.55,87.69,1.38,100.49,6.68
26/10/18,26.51,1.81,18.01,83.81,0.9,100.55,6.84
27/10/18,26.55,1.69,18.25,84.62,1.39,100.57,6.78
28/10/18,26.83,1.55,18.37,83.81,1.48,100.57,6.69
29/10/18,26.41,1.62,18.8,87.44,4.47,100.59,6.67
30/10/18,26.55,1.16,18.49,85.56,4.38,100.53,6.58
31/10/18,26.83,1.79,18.74,85.25,2.85,100.46,6.56
01/11/18,26.58,2.5,18.98,87.56,5.85,100.42,6.51
02/11/18,26.65,2,19.29,88.31,11.93,100.43,6.4
03/11/18,25.8,2.28,19.04,91.5,8.48,100.39,6.3
04/11/18,26.33,1.62,18.25,85.5,3.1,100.42,6.51
05/11/18,26.56,1.73,18.07,83.44,2.22,100.41,6.68
06/11/18,26.62,1.73,18.49,85,13.04,100.45,6.55
07/11/18,26.56,1.72,18.62,85.88,4.79,100.51,6.35
08/11/18,26.56,1.24,18.37,84.75,6.33,100.59,6.46
09/11/18,26.77,1.97,18.74,85.5,1.85,100.53,6.47
10/11/18,26.41,1.77,18.68,86.81,1.34,100.45,6.47
11/11/18,26.83,1.82,18.74,84.94,2.04,100.36,6.38
12/11/18,26.73,1.55,18.8,85.94,5.4,100.39,6.42
13/11/18,26.9,1.31,17.15,78.44,3.98,100.4,6.17
14/11/18,26.59,2.13,18.74,86.38,4.72,100.41,6.11
15/11/18,26.38,2.07,18.37,85.56,8.99,100.47,6.19
16/11/18,26.63,1.41,18.92,86.88,10.27,100.56,6.22
17/11/18,25.88,1.88,18.86,90.44,5.79,100.6,5.84
18/11/18,26.8,1.65,18.43,84.06,0.74,100.5,5.92
19/11/18,26.44,1.28,18.8,87.06,9.14,100.49,6.12
20/11/18,26.44,2.07,17.58,81.88,10.46,100.59,6.03
21/11/18,26.89,1.39,18.25,82.62,1.68,100.58,6.19
22/11/18,27.47,1.2,18.37,80.88,0.85,100.47,6.09
23/11/18,27.41,1.28,18.62,82.19,1.62,100.41,5.87
24/11/18,27.09,1.6,19.1,85.75,6.08,100.5,5.9
25/11/18,27.06,1.89,19.23,86.31,2.97,100.47,5.69
26/11/18,26.5,2.09,19.17,88.5,3.97,100.4,5.92
27/11/18,27.15,1.41,18.49,82.62,0.9,100.33,5.99
28/11/18,27.13,1.46,19.1,85.19,2.57,100.31,5.8
29/11/18,27.02,0.99,18.86,84.62,2.41,100.34,5.5
30/11/18,27.22,1.76,18.98,84.44,1.56,100.35,5.31
01/12/18,26.51,1.91,19.04,87.94,4.91,100.45,5.71
02/12/18,27.39,1.17,18.43,81.38,0.48,100.43,5.56
03/12/18,27.2,1.27,18.55,82.81,0.83,100.3,5.66
04/12/18,27.46,1.76,19.04,83.44,0.55,100.18,5.53
05/12/18,27.71,1.65,19.17,82.75,0.8,100.28,5.95
06/12/18,27.41,1.49,18.92,83.12,0.2,100.4,5.36
07/12/18,26.89,1.7,18.92,85.69,5.2,100.55,5.07
08/12/18,26.65,1.32,18.07,83.25,3.73,100.6,5.08
09/12/18,27.31,1.05,17.21,77.12,2.94,100.68,5.14
10/12/18,26.92,1.39,17.88,81.38,3.26,100.73,4.78
11/12/18,26.87,1.36,17.7,81.12,2.88,100.65,5.01
12/12/18,26.47,1.75,18.07,84.12,1.18,100.68,5.3
13/12/18,26.74,1.38,17.58,80.75,0.78,100.74,5.42
14/12/18,27.35,1.34,17.52,78.12,0.15,100.71,5.34
15/12/18,27.08,1.54,17.82,81,0.17,100.78,5.33
16/12/18,27.17,1.87,17.94,81.19,0.16,100.71,5.54
17/12/18,27.5,1.47,17.88,79.44,0.47,100.64,5.63
18/12/18,27.48,1.98,18.37,81.38,2.14,100.62,5.63
19/12/18,27.46,2.09,18.37,81.44,2.67,100.6,5.69
20/12/18,27.22,1.41,17.76,79.88,0.6,100.55,5.5
21/12/18,27.49,1.41,17.94,79.69,0.51,100.51,5.1
22/12/18,27.51,1.5,17.76,78.81,0.31,100.43,4.97
23/12/18,27.41,1.17,16.91,75.62,0.18,100.4,5.3
24/12/18,27.1,1.34,14.95,68.88,0.15,100.46,5.03
25/12/18,26.57,1.47,13.92,66.75,0.07,100.46,4.79
26/12/18,26.53,1.61,15.5,73.94,0.07,100.54,4.82
27/12/18,26.37,1.57,13.24,64.25,0.04,100.49,4.68
28/12/18,26.57,1.28,14.83,70.06,0.05,100.46,5.08
29/12/18,27.09,1.36,16.78,76.62,0.34,100.47,4.76
30/12/18,27.49,1.69,17.64,78.75,0.31,100.43,4.27
31/12/18,27.62,1.59,17.76,78.44,0.53,100.56,4.81
01/01/19,27.76,1.44,16.48,72.94,0.02,100.65,4.8
02/01/19,28.1,1.7,16.91,73.81,0.03,100.63,5.23
03/01/19,27.88,1.88,17.52,76.88,0.08,100.53,5.2
04/01/19,27.96,1.7,17.52,75.94,0.22,100.56,5.34
05/01/19,27.4,1.57,15.32,69.31,0.04,100.63,5.22
06/01/19,27.28,1.36,15.62,71.12,0.07,100.6,5.16
07/01/19,27.71,2.02,16.91,75.06,0.45,100.59,5.47
08/01/19,28.13,1.45,15.75,68.81,0.05,100.52,5.57
09/01/19,27.88,1.42,14.16,63.75,0.1,100.44,5.55
10/01/19,27.81,2.36,17.15,75.31,0.31,100.44,5.51
11/01/19,28.22,1.9,17.52,74.69,0.28,100.43,5.08
12/01/19,28.52,2.2,17.09,71.75,0.31,100.41,4.68
13/01/19,28.21,2.59,17.21,73.19,0.15,100.48,5.57
14/01/19,27.93,2.86,18.19,78.44,0.23,100.56,5.31
15/01/19,28.19,2.41,18.01,76.88,0.12,100.52,5.56
16/01/19,27.98,2.53,18.25,78.62,1.64,100.49,5.44
17/01/19,27.13,2.72,18.49,82.88,3.03,100.55,5.29
18/01/19,27.65,2.62,17.52,77,1.76,100.58,5.04
19/01/19,27.73,2.14,17.7,77.44,0.8,100.64,5.63
20/01/19,26.85,1.88,17.76,81.44,2.1,100.66,5.71
21/01/19,28.01,2.3,17.52,76.44,2.34,100.61,5.63
22/01/19,28.13,2.16,17.52,75.88,1.25,100.53,5.83
23/01/19,27.86,2.61,17.33,75.88,0.45,100.52,5.83
24/01/19,27.21,2.46,18.07,80.94,3.42,100.55,5.85
25/01/19,27.56,2.45,18.31,80.56,5.66,100.55,5.72
26/01/19,28.64,2.52,17.03,72.69,0.9,100.53,5.79
27/01/19,27.98,2.73,17.46,75.69,0.93,100.54,5.68
28/01/19,28.25,3.11,17.27,74.06,0.3,100.49,5.76
29/01/19,28.51,3,17.76,74.69,0.38,100.41,6.11
30/01/19,28.7,2.75,18.19,75.44,1.51,100.39,5.98
31/01/19,28.17,2.11,18.31,77.88,3.72,100.46,5.89
01/02/19,27.72,2.49,18.8,81.69,4.31,100.48,5.71
02/02/19,26.62,3.55,18.49,85.38,13.03,100.52,5.97
03/02/19,27.48,2.24,17.46,77.5,2.57,100.41,5.95
04/02/19,27.15,2.23,18.49,82.62,1.36,100.47,5.87
05/02/19,27.77,2.24,18.55,80.62,0.78,100.51,5.36
06/02/19,28.43,2.61,18.49,77.62,0.57,100.4,5.56
07/02/19,28.64,2.1,18.01,74.88,0.8,100.26,6.13
08/02/19,28.4,2.33,18.13,76.44,0.75,100.29,6.17
09/02/19,28.57,1.83,18.19,75.62,1.01,100.28,5.6
10/02/19,29.52,2.05,16.91,68.75,0.15,100.25,5.63
11/02/19,29.55,1.88,17.82,72.12,0.12,100.31,5.98
12/02/19,29.31,1.92,17.21,70.62,0.12,100.35,5.41
13/02/19,28.75,2.03,17.7,74,0.02,100.46,5.04
14/02/19,29.02,2.17,18.13,74.31,0.09,100.56,4.95
15/02/19,28.81,2.16,17.94,74.19,1.66,100.62,4.77
16/02/19,28.93,2.42,18.25,75,1.44,100.55,5.5
17/02/19,28.42,2.45,18.8,78.5,2.3,100.53,5.46
18/02/19,27.4,2.38,19.04,83.88,7.14,100.49,5.5
19/02/19,27.73,2.34,18.74,81.44,10.59,100.41,5.16
20/02/19,27.48,3.06,17.4,76.88,0.38,100.51,5.5
21/02/19,27.82,3.02,17.7,76.44,0.13,100.63,5.86
22/02/19,27.92,2.71,18.8,80.38,0.34,100.58,5.92
23/02/19,28.48,3.09,18.92,78.88,0.25,100.45,6
24/02/19,28.74,3.25,18.86,77.56,0.21,100.31,6.2
25/02/19,28.38,3.12,18.68,78.44,2.7,100.31,6.06
26/02/19,28.37,2.77,18.62,78.56,1.65,100.34,6.31
27/02/19,28.38,1.97,17.94,75.56,3.26,100.47,5.9
28/02/19,28.12,2.45,16.97,73.69,1.05,100.56,6.05
01/03/19,28.37,2.45,16.54,71,3.41,100.65,6.27
02/03/19,27.94,2.52,16.36,71.19,0.15,100.68,6.47
03/03/19,29.18,2.48,16.36,66.81,0.02,100.52,6.38
04/03/19,28.13,2.92,17.76,75.88,0.77,100.56,6.07
05/03/19,28.46,2.93,18.13,76.19,1.08,100.5,6.37
06/03/19,27.9,2.9,19.41,83.06,4.33,100.51,6.24
07/03/19,27.62,2.72,19.1,83.25,3.58,100.56,6.57
08/03/19,27.83,2.89,18.25,79.31,2.24,100.48,6.32
09/03/19,27.69,1.75,17.82,77.88,3.42,100.52,6.35
10/03/19,28.45,2.05,17.4,73.12,1.35,100.56,6.41
11/03/19,29.24,1.88,18.13,73.06,1.54,100.48,6.48
12/03/19,29.19,2.24,18.98,76.25,1.41,100.39,6.68
13/03/19,28.8,2.41,18.98,78.25,2.39,100.34,6.53
14/03/19,28.36,2.67,19.04,79.62,2.8,100.34,6.36
15/03/19,28.45,2.34,18.86,78.56,5.18,100.38,6.41
16/03/19,29.09,2.54,19.35,78.19,3.2,100.36,6
17/03/19,28.14,2.5,18.92,79.94,4.99,100.43,6.28
18/03/19,28.72,2.86,18.49,76.44,1.45,100.35,6.74
19/03/19,28.46,2.89,19.1,79.44,3.84,100.29,6.23
20/03/19,27.61,2.95,19.47,84.5,4.95,100.31,5.97
21/03/19,26.62,3.06,18.25,83.94,3.58,100.4,6.23
22/03/19,26.19,2.38,17.64,83.31,6.22,100.47,6.65
23/03/19,26.93,3.23,17.76,80.81,3.52,100.55,6.44
24/03/19,28.39,3.16,17.88,75.62,2.7,100.44,6.59
25/03/19,26.38,2.88,17.03,79.31,7.4,100.53,6.88
26/03/19,28.27,1.95,17.21,73.19,0.73,100.4,6.97
27/03/19,28.83,2.25,18.74,76.88,3.77,100.48,6.74
28/03/19,28.23,2.05,19.35,81.38,4.69,100.51,6.55
29/03/19,27.8,2.52,20.08,86.19,7.75,100.48,6.06
30/03/19,27.54,2.22,19.47,85.12,10.52,100.43,6.41
31/03/19,28.13,1.88,19.53,82.62,6.24,100.34,6.29
01/04/19,28.46,1.41,19.35,80.44,3.08,100.24,6.81
02/04/19,27.77,1.97,19.78,84.69,4.22,100.24,6.63
03/04/19,28.14,2.18,19.53,82.56,6.15,100.3,6.63
04/04/19,27.83,3.04,19.96,85.44,12.6,100.28,6.74
05/04/19,27.41,3.25,20.02,87.62,12.43,100.4,6.82
06/04/19,27.69,3,19.78,85.5,6.61,100.44,6.95
07/04/19,27.75,2.66,20.08,86.56,14.72,100.49,6.56
08/04/19,26.98,2.16,19.71,88.38,24.96,100.51,6.43
09/04/19,27.3,1.9,18.8,83.56,3.19,100.42,6.97
10/04/19,27.41,2.52,20.2,88.38,15.43,100.32,7.03
11/04/19,27,2.5,20.08,89.75,18.51,100.42,6.87
12/04/19,27.02,2.3,17.4,78.75,1.63,100.4,6.74
13/04/19,27.32,2.4,18.86,83.25,4.74,100.42,6.59
14/04/19,26.88,2.73,19.84,89.62,11.35,100.49,6.64
15/04/19,27.4,2.2,19.59,86.31,10.55,100.45,6.84
16/04/19,27.5,2.05,19.65,85.75,1.44,100.47,7
17/04/19,27.58,2.04,18.92,82.62,0.56,100.41,6.9
18/04/19,27.78,2.27,19.41,83.31,2.68,100.36,6.4
19/04/19,27.33,2.51,20.02,88,3.9,100.44,6.54
20/04/19,27.15,2.13,19.9,88.56,8.18,100.46,6.25
21/04/19,27.26,2.14,20.08,88.62,0.59,100.37,5.58
22/04/19,27.21,2.27,20.51,90.62,4.23,100.31,6.08
23/04/19,26.75,2.84,20.02,90.81,9.63,100.41,5.94
24/04/19,27.29,2.4,18.8,83.5,0.17,100.53,6.42
25/04/19,27.66,1.77,19.47,84.44,1.36,100.52,6.77
26/04/19,27.55,1.89,19.84,86.44,12.69,100.48,6.82
27/04/19,28.04,1.64,19.9,84.31,0.72,100.37,6.63
28/04/19,28.18,2.24,20.45,85.75,5.68,100.36,6.58
29/04/19,27.6,2.75,20.87,90.31,10.55,100.44,6.69
30/04/19,27.76,2.59,20.32,87.19,5.7,100.48,6.64
01/05/19,27.69,2.25,20.14,86.88,8.46,100.48,6.74
02/05/19,27.04,2.14,20.2,90.25,14.42,100.46,6.59
03/05/19,26.9,2.16,19.78,89.19,11.14,100.47,6.72
04/05/19,26.99,1.37,18.8,84.62,4.96,100.51,6.73
05/05/19,27.55,1.74,18.8,82.06,0.93,100.42,6.8
06/05/19,27.51,2.37,20.32,88.44,4.97,100.49,6.54
07/05/19,27.43,2.42,20.32,88.94,6.37,100.54,6.67
08/05/19,27.36,1.57,19.84,87.19,3.45,100.43,6.57
09/05/19,27.52,2.44,20.08,87.31,3.41,100.32,6.6
10/05/19,26.94,2.14,19.78,88.75,0.96,100.29,6.64
11/05/19,27.37,2.2,19.71,86.5,2.08,100.36,6.82
12/05/19,27.27,1.47,19.84,87.69,2.41,100.38,6.37
13/05/19,26.89,1.7,19.84,89.31,5.34,100.43,6.41
14/05/19,27.05,1.52,18.98,85.19,7.19,100.42,6.13
15/05/19,25.79,1.89,17.7,85.56,15.59,100.66,6.75
16/05/19,26.65,1.55,17.76,82.06,0.35,100.64,6.67
17/05/19,27.55,1.65,18.92,82.31,1.82,100.52,6.68
18/05/19,27.65,1.89,19.47,84.31,6.82,100.44,6.9
19/05/19,27.11,2.42,19.41,86.69,1.31,100.5,6.84
20/05/19,26.45,3.05,19.41,90.12,66.6,100.57,6.65
21/05/19,26.97,1.91,18.98,85.88,4.05,100.53,6.76
22/05/19,26.99,2.14,19.71,88.38,7.78,100.47,6.64
23/05/19,26.52,2.22,19.35,89.06,17.17,100.49,6.67
24/05/19,27.11,1.49,18.62,83.19,3.17,100.46,6.8
25/05/19,26.98,1.64,19.1,86,8.32,100.54,6.77
26/05/19,26.6,2.09,18.49,85.25,1.77,100.52,6.75
27/05/19,25.87,2.74,18.62,89.12,3.63,100.57,6.45
28/05/19,26.61,2.46,18.68,86,1.54,100.56,6.55
29/05/19,26.55,2.75,19.29,88.88,2.78,100.53,6.49
30/05/19,26.74,3.12,19.65,89.69,5.78,100.53,6.47
31/05/19,26.11,3.2,18.92,89.62,15.54,100.55,6.42
01/06/19,25.48,2.42,18.68,91.56,23.7,100.59,6.63
02/06/19,26.05,2.75,18.43,87.44,6.97,100.59,6.79
03/06/19,26.38,2.39,18.25,85.25,2.2,100.7,6.75
04/06/19,26.32,2.7,18.31,85.88,8.35,100.7,6.63
05/06/19,26.01,2.36,18.31,87.25,4.46,100.68,6.48
06/06/19,26.02,2.95,18.62,88.75,5.54,100.6,6.08
07/06/19,26.23,2.98,19.04,89.62,10.46,100.6,6.34
08/06/19,26.06,2.9,18.86,89.56,8.01,100.68,6.48
09/06/19,25.94,2.66,18.19,87.12,2.36,100.7,6.57
10/06/19,25.66,3.07,17.76,86.56,3.46,100.64,6.52
11/06/19,25.75,2.78,17.64,85.75,0.87,100.64,6.58
12/06/19,25.69,2.41,17.33,84.5,0.33,100.72,6.64
13/06/19,25.9,2.36,17.76,85.44,0.68,100.78,6.49
14/06/19,25.97,2.44,18.49,88.5,7.61,100.75,6.24
15/06/19,25.93,2.71,18.74,89.94,7.36,100.73,6.51
16/06/19,25.79,2.28,18.55,89.94,4.63,100.77,6.42
17/06/19,25.95,2.26,18.62,89.12,3.03,100.74,6.35
18/06/19,26.24,1.88,18.74,88.31,2.27,100.75,6.26
19/06/19,26.39,2.2,19.17,89.56,3.3,100.76,6.28
20/06/19,26.28,3.05,19.04,89.62,6.28,100.76,6.49
21/06/19,26.06,3.26,18.43,87.94,4.47,100.82,6.47
22/06/19,25.73,2.95,18.37,89.25,5.49,100.79,6.57
23/06/19,25.14,3.05,18.62,93.38,18.9,100.72,6.3
24/06/19,25.21,3.25,18.07,90.5,10.75,100.73,6.61
25/06/19,25.25,3.08,17.94,89.69,7.16,100.66,6.32
26/06/19,25.15,2.77,17.82,89.62,7.64,100.77,6.47
27/06/19,25.32,2.55,17.88,89.12,3.87,100.74,6.42
28/06/19,24.9,2.55,17.58,89.5,3.53,100.7,6.36
29/06/19,25.55,2.2,18.13,89.06,2.72,100.7,6.49
30/06/19,25.55,2.44,18.07,88.88,4.22,100.77,6.4
01/07/19,25.76,2.03,18.19,88.19,3.2,100.68,6.54
02/07/19,26.06,2.41,18.74,88.81,6.98,100.47,6.32
03/07/19,25.93,3.2,18.8,89.94,12.48,100.48,6.48
04/07/19,25.49,2.39,18.62,91.5,16.79,100.6,6.36
05/07/19,25.06,2.68,18.01,90.69,2.43,100.7,6.31
06/07/19,25.17,2.97,17.52,88.06,1.59,100.71,6.04
07/07/19,24.93,3.6,17.4,88.56,2.76,100.72,6.29
08/07/19,24.9,3.3,17.46,89.12,2.84,100.8,6.24
09/07/19,24.69,2.8,17.15,88.88,1.04,100.9,6.25
